language,glottocode,id_word,meaning_id,lemma,ipa,definition,morphology,annotator,pos,reference,meaning_ru,examples
Kubachi,kuba1248,2683,1,ккуккугIогIю/букп-и(й),kk-u-kk-u-ʡ-o-ʡ-ju-/-b-u-k-p-i-(-j-),"III (мн. /дукIи), -е, -ул, -узиб, -е; ттагъва куккукгIогIюбукIи бебидище петух начал кукарекать.","III (мн. /дукIи), -е, -ул, -узиб, -е",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",кукарекать,ттагъва куккукгIогIюбукIи бебидище петух начал кукарекать.
Kubachi,kuba1248,2684,1,ккуккукI,kk-u-kk-u-k',"-лидил, -ла; -те; багълакквазиб ккуккукI неугомонная кукушка; ккуккукIла тIамне звуки кукушки.","-лидил, -ла; -те",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",кукушка,багълакквазиб ккуккукI неугомонная кукушка; ккуккукIла тIамне звуки кукушки.
Kubachi,kuba1248,2685,1,ккулак,kk-u-l-a-k,"-лидил, -ла; -ке; куклак бакьибжуб раскулаченные (в 1930-е годы); куклаккалла мае имущество кулаков.","-лидил, -ла; -ке",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",кулак,куклак бакьибжуб раскулаченные (в 1930-е годы); куклаккалла мае имущество кулаков.
Kubachi,kuba1248,2686,1,ккулак//бакь-и(й),kk-u-l-a-k-//-b-a-q'-ʔ-i-(-j-),"(/вакьи, /якьи; /дакьи), -ай, -иб, -ибзиб, -а; сов.; куклакбакьибжуб ниссила щанте раскулаченные наши сельчане.","(/вакьи, /якьи; /дакьи), -ай, -иб, -ибзиб, -а; сов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",раскулачить,куклакбакьибжуб ниссила щанте раскулаченные наши сельчане; несов. куклакбикьи
Kubachi,kuba1248,2687,1,ккулак/бикь-и(й),kk-u-l-a-k-/-b-i-q'-ʔ-i-(-j-),"III; мн. I-II (/викьи, /йикьи; /дикьи), -у, -ул, -узиб, -а; несов.; куклакбикьузиб вахт время раскулачивания; калхузте дикьуммутил куклакбикьи бебидишибжубде когда создавались колхозы, зажиточных стали раскулачивать.","III; мн. I-II (/викьи, /йикьи; /дикьи), -у, -ул, -узиб, -а; несов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",раскулачивать,"куклакбикьузиб вахт время раскулачивания; калхузте дикьуммутил куклакбикьи бебидишибжубде когда создавались колхозы, зажиточных стали раскулачивать; сов. куклакбакьи"
Kubachi,kuba1248,2688,1,ккул-е,kk-u-l-e,"-илдил, -илла; -бе; маццала кукле овечья шкура; бикIазиб кукле маленькая шкура; кукле абдубакьи почистить шкуру. ♦Ккуле хъяшхъяр кичба фольк. паршивый козленок (о человеке).","-илдил, -илла; -бе",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",шкура,маццала кукле овечья шкура; бикIазиб кукле маленькая шкура; кукле абдубакьи почистить шкуру. ♦Ккуле хъяшхъяр кичба фольк. паршивый козленок (о человеке).
Kubachi,kuba1248,2689,1,ккулмаж/жи-б,kk-u-l-m-a-ʒ-̌-/-ʒ-̌-i-b,"(-в, -й; /жуд) нареч.; ккулмажжив видижи танцевать на пальцах ног; ккулмажжив ччурсижи поворачиваться на пальцах ног.","(-в, -й; /жуд) нареч.",Polina Khutkina,adv,"Magomedov, Saidov-Akkutta, 2016",на пальцах ног,ккулмажжив видижи танцевать на пальцах ног; ккулмажжив ччурсижи поворачиваться на пальцах ног.
Kubachi,kuba1248,2690,1,ккулуб // кулуб,kk-u-l-u-b//k-u-l-u-b,"-лидил, -ла; -те; цIизиб ккулуб новый клуб; ккулубле гIюкьи пойти в клуб; ккулублид кканцерт дакьай в клубе дали концерт.","-лидил, -ла; -те",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",клуб,цIизиб ккулуб новый клуб; ккулубле гIюкьи пойти в клуб; ккулублид кканцерт дакьай в клубе дали концерт.
Kubachi,kuba1248,2691,1,ккулч,kk-u-l-č,"-лидил, -ла; -ме; нехижид децIибжуд ккулчме жареные на масле хлебцы; ккулчме хьунике динкаттихьай положили путнику в дорогу хлебцы.","-лидил, -ла; -ме",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",традиционные хлебцы,нехижид децIибжуд ккулчме жареные на масле хлебцы; ккулчме хьунике динкаттихьай положили путнику в дорогу хлебцы.
Kubachi,kuba1248,2692,1,ккумала,kk-u-m-a-l-a,"-лдил, -ла; бе; шилццибзиб ккумала сельский годекан; къватIла ккумала квартальный годекан; ккумала хабарте годеканные новости; ккумав кижи посидеть на годекане. ♦Ккума ккулбе дукъале, улгам садабикIу посл. если шкуры отнесешь на годекан, шубу не выкроишь (в смысле если отнести шкуру на годекан, будет много советчиков, и потому можно испортить шкуру).","-лдил, -ла; бе",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",годекан,"шилццибзиб ккумала сельский годекан; къватIла ккумала квартальный годекан; ккумала хабарте годеканные новости; ккумав кижи посидеть на годекане. ♦Ккума ккулбе дукъале, улгам садабикIу посл. если шкуры отнесешь на годекан, шубу не выкроишь (в смысле если отнести шкуру на годекан, будет много советчиков, и потому можно испортить шкуру)."
Kubachi,kuba1248,2693,1,ккумкк-е,kk-u-m-kk-e,"-аддил, -алла; мн.; 1) хвалажду нукьунна кукмукке большие мучные комочки; ккумкке дячIи раздавить комочки; 2) пакшуд ккумкке красивый точечный узор; ккумкке дидижи вышить точечный узор.","-аддил, -алла; мн.",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",катыши,1) хвалажду нукьунна кукмукке большие мучные комочки; ккумкке дячIи раздавить комочки;
Kubachi,kuba1248,2694,2,ккумкк-е,kk-u-m-kk-e,,,Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",точечный узор,2) пакшуд ккумкке красивый точечный узор; ккумкке дидижи вышить точечный узор.
Kubachi,kuba1248,2695,1,ккумул,kk-u-m-u-l,"-лидил, -ла; ккулме; бшоузиб ккумул толстый палец ноги; ккулмалла микналла иццала болезнь ногтей ноги; ккумул йудле бачи намазать палец ноги йодом.","-лидил, -ла; ккулме",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",палец ноги,бшоузиб ккумул толстый палец ноги; ккулмалла микналла иццала болезнь ногтей ноги; ккумул йудле бачи намазать палец ноги йодом.
